,id,pid,ms_subclass,lot_frontage,lot_area,street,alley,lot_shape,utilities,lot_config,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,saleprice,log_saleprice,house_age,remod_age,cond_qual,kitchen,room_score,pool_score,fireplace,tot_garage,has_pool,log_lot_area,log_total_area,new_house,tot_bath_1,tot_bath_2,tot_bath_3,tot_bath_4,tot_bath_5,tot_bath_6,tot_bath_8,ms_zoning_A (agr),ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,land_contour_Bnk,land_contour_HLS,land_contour_Low,land_contour_Lvl,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,roof_style_Flat,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,exterior_2nd_AsbShng,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stone,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,paved_drive_N,paved_drive_P,paved_drive_Y,sale_type_COD,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD ,bathtime,fire,garage_garage,bad_house,log_area,more_qual,double_cond_qual,hot_cold,bsmt_double
375,1248,535302140,20,0.0,12774,Pave,0,Reg,AllPub,Inside,Sev,Norm,Norm,1Fam,1Story,5,5,1953,1953,CompShg,MetalSd,None,0.0,3,3,3,3,No,BLQ,624.0,LwQ,128.0,232.0,984.0,GasW,3,0,SBrkr,950,0,0,950,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1953.0,Unf,2.0,400.0,3,3,0,32,0,0,0,0,0,GdWo,0,0,7,2008,130000,11.77528972943772,55,55,25,3,10,0,0,2400.0,0,9.455167134121535,8.096817470572319,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,7200.0,3025,76.55676243873644,15,625,0,389376.0
376,2574,535152070,80,70.0,8163,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,6,1959,1959,CompShg,HdBoard,BrkFace,128.0,3,4,3,3,Av,ALQ,748.0,BLQ,294.0,102.0,1144.0,GasA,3,1,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Attchd,1959.0,RFn,1.0,796.0,3,3,86,0,0,0,0,0,0,0,0,0,3,2006,143000,11.870599909242044,47,47,30,3,18,0,3,2388.0,0,9.007367027451355,8.349484346990128,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,3,7164.0,2209,75.20687000330008,15,900,3,559504.0
377,1215,534403260,20,90.0,9900,Pave,0,Reg,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1961,1961,CompShg,Plywood,None,0.0,3,4,3,3,No,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,3,1,SBrkr,1114,0,0,1114,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1961.0,RFn,2.0,451.0,3,3,0,0,0,0,164,0,0,0,0,0,5,2008,140000,11.84939770159144,47,47,25,3,15,0,0,2706.0,0,9.20029003612268,8.2409125416889,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.0,0,8118.0,2209,75.81878554585882,15,625,3,0.0
378,1614,526355170,20,95.0,13651,Pave,0,IR1,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,6,1973,1973,CompShg,Plywood,BrkFace,1115.0,3,4,4,3,4,ALQ,1880.0,Unf,0.0,343.0,2223.0,GasA,5,1,SBrkr,2223,0,0,2223,1.0,0.0,2,0,3,1,3,8,Typ,2,4,Attchd,1973.0,Fin,2.0,516.0,3,3,300,0,0,0,0,0,0,0,0,0,2,2007,244000,12.404923504275338,34,34,42,3,24,0,8,3096.0,0,9.521568058002977,8.879750798513125,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,8,9288.0,1156,84.549151566149,21,1764,5,3534400.0
379,2039,903458020,75,60.0,7200,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,CompShg,MetalSd,None,0.0,3,3,3,2,No,Unf,0.0,Unf,0.0,530.0,530.0,GasA,3,0,SBrkr,581,530,0,1111,0.0,0.0,1,0,3,1,2,6,Typ,0,0,Detchd,1935.0,Unf,1.0,288.0,3,3,0,0,144,0,0,0,0,0,0,0,3,2007,101000,11.522875795823397,87,11,35,2,18,0,0,864.0,0,8.881836305004146,8.019612794400267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2592.0,957,71.22888806938005,15,1225,0,0.0
380,2669,902406030,20,65.0,9750,Pave,Grvl,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1958,1958,CompShg,HdBoard,None,0.0,3,3,3,3,No,Unf,0.0,Unf,0.0,960.0,960.0,GasA,5,1,SBrkr,960,0,0,960,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,2002.0,Unf,2.0,624.0,3,3,0,0,0,0,0,0,0,0,Gar2,4500,7,2006,125000,11.736069016284437,48,48,25,3,15,0,0,3744.0,0,9.185022563991893,8.161660452056282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,11232.0,2304,74.96503541177722,15,625,5,0.0
381,1005,527162180,60,73.0,11184,Pave,0,IR1,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,5,1998,1998,CompShg,VinylSd,None,0.0,3,3,4,3,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,4,1,SBrkr,932,701,0,1633,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1998.0,Fin,2.0,460.0,3,3,0,39,0,0,0,0,0,0,0,0,4,2008,183000,12.117241431823558,10,10,30,3,21,0,3,2760.0,0,9.322239464473592,8.446341450444287,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,3,8280.0,100,78.73881759975085,18,900,4,0.0
382,753,903430060,75,92.0,5520,Pave,0,Reg,AllPub,Corner,Gtl,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,CompShg,Wd Sdng,None,0.0,3,3,3,3,No,Unf,0.0,Unf,0.0,755.0,755.0,GasA,5,1,SBrkr,929,929,371,2229,0.0,0.0,1,0,5,1,3,8,Typ,0,0,0,0.0,0,0.0,0.0,0,0,0,198,30,0,0,0,0,MnPrv,0,0,7,2009,104000,11.55214617812351,97,59,36,3,40,0,0,0.0,0,8.616133139271142,8.485083137498004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0.0,5723,73.1086060104673,18,1296,5,0.0
383,1275,535455060,45,64.0,6390,Pave,0,Reg,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,CompShg,MetalSd,None,0.0,3,3,3,3,No,Unf,0.0,Unf,0.0,936.0,936.0,GasA,3,1,FuseA,984,0,0,984,1.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,1954.0,Unf,1.0,280.0,3,3,0,0,0,0,0,0,0,GdWo,0,0,6,2008,112500,11.630708500626612,54,54,42,3,8,0,0,840.0,0,8.762489547371581,8.065893546964274,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,2520.0,2916,70.67730789548634,18,1764,3,0.0
384,2350,527355280,20,79.0,10240,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1980,1980,CompShg,Plywood,BrkFace,157.0,3,4,4,3,No,BLQ,625.0,LwQ,1061.0,0.0,1686.0,GasA,3,1,SBrkr,1686,0,0,1686,1.0,0.0,2,0,3,1,3,7,Typ,1,3,Attchd,1980.0,Unf,2.0,612.0,3,3,384,131,0,0,0,0,0,0,0,0,5,2006,207500,12.24288661865289,26,26,36,3,21,0,3,3672.0,0,9.234056898593499,8.642944396721798,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3,11016.0,676,79.80944033070895,18,1296,3,390625.0
385,2762,906394040,20,78.0,9316,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2005,2005,CompShg,VinylSd,BrkFace,140.0,4,3,4,3,4,GLQ,56.0,Unf,0.0,1558.0,1614.0,GasA,5,1,SBrkr,1614,0,0,1614,0.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,2005.0,Fin,2.0,576.0,3,3,100,45,0,0,0,0,0,0,0,0,3,2006,225000,12.323855681186558,1,1,35,4,21,0,4,3456.0,0,9.139488631004232,8.59748202264504,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,4,10368.0,1,78.57658920122762,28,1225,5,3136.0
386,2788,907227090,20,60.0,7200,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,8,1972,1972,CompShg,VinylSd,None,0.0,3,3,3,3,No,BLQ,437.0,Unf,0.0,427.0,864.0,GasA,5,1,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1977.0,Unf,1.0,297.0,3,3,0,0,0,0,0,0,0,MnPrv,0,0,3,2006,119900,11.694413341015606,34,34,40,3,15,0,0,891.0,0,8.881836305004146,7.968665700466235,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,2673.0,1156,70.7763843208423,15,1600,5,190969.0
387,2384,528112010,20,108.0,12228,Pave,0,Reg,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,5,2006,2006,CompShg,VinylSd,Stone,206.0,4,3,5,4,No,Unf,0.0,Unf,0.0,1721.0,1721.0,GasA,5,1,SBrkr,1740,0,0,1740,0.0,0.0,2,0,4,1,4,8,Typ,0,0,Attchd,2006.0,RFn,3.0,874.0,3,3,0,43,0,0,0,0,0,0,0,0,9,2006,293000,12.587927887999204,0,0,35,4,32,0,0,7866.0,0,9.411483683010726,8.711937268208748,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,23598.0,0,81.99225544715968,28,1225,5,0.0
388,2716,905107240,20,78.0,10335,Pave,0,IR1,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1968,1993,CompShg,Plywood,None,0.0,3,3,3,3,No,Rec,570.0,Unf,0.0,891.0,1461.0,GasA,4,1,SBrkr,1721,0,0,1721,0.0,0.0,2,1,3,1,3,7,Min1,1,3,Attchd,1968.0,RFn,2.0,440.0,3,3,0,96,180,0,0,0,0,MnPrv,0,0,7,2006,180000,12.100712129872347,38,13,30,3,21,0,3,2640.0,0,9.24329147211587,8.583542571957771,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,3,7920.0,494,79.34018585592078,15,900,4,324900.0
389,313,914478045,80,0.0,12328,Pave,0,IR1,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,5,1976,1976,CompShg,HdBoard,BrkFace,335.0,3,3,3,3,Av,GLQ,539.0,Unf,0.0,473.0,1012.0,GasA,3,1,SBrkr,1034,0,0,1034,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1976.0,Unf,3.0,888.0,3,3,0,0,0,0,0,0,0,0,0,0,5,2010,169900,12.042965307660024,34,34,30,3,18,0,0,7992.0,0,9.419628376999952,8.286017468404763,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,23976.0,1156,78.05120527770282,18,900,3,290521.0
390,84,532351140,90,68.0,8930,Pave,0,Reg,AllPub,Inside,Gtl,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,CompShg,VinylSd,None,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,SBrkr,1318,584,0,1902,0.0,0.0,2,0,4,2,3,8,Typ,0,0,Attchd,1978.0,Unf,2.0,539.0,3,3,0,0,0,0,0,0,0,0,0,0,4,2010,112000,11.626254150277232,32,32,30,6,32,0,0,3234.0,0,9.097171673870545,8.376320632534823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,9702.0,1024,76.20082678955319,18,900,3,0.0
391,81,531453010,20,81.0,9672,Pave,0,Reg,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1984,1985,CompShg,HdBoard,None,0.0,3,3,4,3,No,GLQ,338.0,Unf,0.0,702.0,1040.0,GasA,3,1,SBrkr,1097,0,0,1097,0.0,0.0,2,0,3,1,3,6,Typ,0,0,Attchd,1986.0,Unf,2.0,480.0,3,3,0,0,0,0,0,0,0,GdPrv,0,0,5,2010,152000,11.931635799828413,26,25,30,3,18,0,0,2880.0,0,9.176990392294629,8.219864741912652,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,8640.0,650,75.43361976249378,18,900,3,114244.0
392,2389,528118110,60,120.0,13975,Pave,0,IR1,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,9,5,2005,2006,CompShg,VinylSd,BrkFace,525.0,4,3,4,3,Av,Unf,0.0,Unf,0.0,1090.0,1090.0,GasA,5,1,SBrkr,1117,1089,0,2206,0.0,0.0,2,1,4,1,5,10,Typ,1,4,BuiltIn,2005.0,Fin,3.0,670.0,3,3,148,95,0,0,0,0,0,0,0,0,8,2006,300000,12.611537753638338,1,0,45,5,40,0,4,6030.0,0,9.5450252980233,8.72777821348305,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,4,18090.0,0,83.3068638432323,36,2025,5,0.0
393,280,908152080,80,94.0,7819,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,5,1976,1976,CompShg,Plywood,None,0.0,3,3,3,3,Av,ALQ,422.0,BLQ,127.0,480.0,1029.0,GasA,3,1,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Detchd,1976.0,Unf,2.0,672.0,3,3,144,0,0,0,0,0,0,MnPrv,0,0,3,2010,107000,11.580584113444043,34,34,30,3,18,0,3,4032.0,0,8.964311948124514,8.277666160851503,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,3,12096.0,1156,74.20358166830711,18,900,3,178084.0
394,190,902402250,190,60.0,11340,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,2fmCon,2Story,4,6,1885,1950,CompShg,VinylSd,None,0.0,3,3,3,3,No,Unf,0.0,Unf,0.0,777.0,777.0,GasA,4,1,SBrkr,1246,1044,0,2290,0.0,0.0,2,0,4,2,3,11,Typ,0,0,Detchd,1971.0,Unf,2.0,560.0,3,3,0,0,114,0,0,0,0,0,0,0,4,2010,122500,11.715866308966918,125,60,24,6,44,0,0,3360.0,0,9.336091577281744,8.685584842676693,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,10080.0,7500,81.08941549347986,12,576,4,0.0
395,2371,527451450,160,21.0,1680,Pave,0,Reg,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,1972,1972,CompShg,HdBoard,BrkFace,504.0,3,3,3,3,No,ALQ,276.0,Unf,0.0,207.0,483.0,GasA,3,1,SBrkr,483,465,0,948,0.0,0.0,1,1,2,1,3,5,Typ,0,0,Detchd,1972.0,Unf,1.0,264.0,3,3,0,0,0,0,0,0,0,0,0,0,7,2006,89000,11.396391648714276,34,34,30,3,10,0,0,792.0,0,7.426549072397305,7.879669914604289,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,2376.0,1156,58.51875529510143,18,900,3,76176.0
396,213,904350045,50,65.0,6001,Pave,0,IR1,AllPub,Inside,Mod,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,CompShg,VinylSd,None,0.0,3,3,2,3,No,LwQ,368.0,Unf,0.0,232.0,600.0,GasA,5,0,SBrkr,600,319,0,919,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1940.0,Unf,1.0,231.0,3,3,0,0,45,0,0,0,0,MnPrv,0,0,3,2010,95000,11.461632170582678,70,60,30,3,15,0,0,693.0,0,8.699681400989514,7.889459149404524,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,2079.0,4200,68.63578102594109,18,900,0,135424.0
397,1864,534125120,20,78.0,11700,Pave,0,Reg,AllPub,Inside,Gtl,RRAn,Norm,1Fam,1Story,6,6,1968,1968,CompShg,MetalSd,BrkFace,41.0,3,3,3,3,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,5,1,SBrkr,1152,0,0,1152,1.0,0.0,1,1,3,1,3,7,Typ,0,0,Attchd,1968.0,RFn,2.0,412.0,3,3,0,126,0,0,0,0,0,0,0,0,9,2007,143450,11.87374182140951,39,39,36,3,21,0,0,2472.0,0,9.367344120785848,8.196436811235028,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.0,0,7416.0,1521,76.77884417511514,18,1296,5,0.0
398,37,528108120,60,102.0,12858,Pave,0,IR1,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,5,2009,2010,CompShg,VinylSd,Stone,162.0,5,3,5,3,No,Unf,0.0,Unf,0.0,1590.0,1590.0,GasA,5,1,SBrkr,1627,707,0,2334,0.0,0.0,2,1,3,1,5,10,Typ,1,4,Attchd,2009.0,Fin,3.0,751.0,3,3,144,133,0,0,0,0,0,0,0,0,1,2010,376162,12.837775180646194,1,0,45,5,30,0,4,6759.0,0,9.461721464701633,8.854950316500325,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,4,20277.0,0,83.78307347849764,45,2025,5,0.0
399,146,535175070,20,73.0,9300,Pave,0,Reg,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,5,5,1960,1960,CompShg,MetalSd,BrkFace,324.0,3,3,3,3,No,Rec,697.0,Unf,0.0,571.0,1268.0,GasA,3,1,SBrkr,1264,0,0,1264,1.0,0.0,1,0,3,1,3,6,Typ,2,4,Attchd,1960.0,Unf,2.0,461.0,3,3,0,0,0,0,143,0,0,0,0,0,4,2010,167500,12.028738630247258,50,50,25,3,18,0,8,2766.0,0,9.137769679141348,8.356319965828153,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,8,8298.0,2500,76.35812721294796,15,625,3,485809.0
400,809,906226080,90,64.0,7018,Pave,0,Reg,AllPub,Inside,Gtl,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,CompShg,Plywood,Stone,275.0,3,3,4,3,Av,GLQ,1086.0,Unf,0.0,0.0,1086.0,GasA,3,1,SBrkr,1224,0,0,1224,2.0,0.0,0,2,2,2,3,6,Typ,2,3,Detchd,1979.0,Unf,2.0,528.0,3,3,120,0,0,0,0,0,0,0,0,0,6,2009,153337,11.940393392554734,30,30,25,6,12,0,6,3168.0,0,8.85623355614316,8.30943074214033,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,6,9504.0,900,73.59025937099075,15,625,3,1179396.0
